"","frame.number","frame.time_relative","frame.time_delta_displayed","frame.len","ip.proto","ip.version","ip.src","ip.dst","tcp.srcport","tcp.dstport","mbtcp.prot_id","mbtcp.trans_id","mbtcp.len","mbtcp.modbus.func_code","mbtcp.modbus.reference_num","mbtcp.modbus.word_cnt","mbtcp.modbus.data"
"229",229,574.758841,0.000992,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",100,6,"4","1",1,""
"230",230,574.767895,0.009054,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",100,5,"4","",NA,"00:50"
"231",231,574.768893,0.000998,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",101,6,"4","1",1,""
"232",232,574.777864,0.008971,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",101,5,"4","",NA,"00:50"
"233",233,574.951498,0.173634,54,"6","4","192.168.12.51","192.168.12.253","2499","502","",NA,NA,"","",NA,""
"234",234,575.080826,0.129328,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",102,6,"4","2",1,""
"235",235,575.086308,0.005482,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",102,5,"4","",NA,"12:14"
"236",236,575.086721,0.000413,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",103,6,"4","0",1,""
"237",237,575.097889,0.011168,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",103,5,"4","",NA,"00:75"
"238",238,575.104546,0.006657,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",104,6,"4","0",1,""
"239",239,575.117843,0.013297,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",104,5,"4","",NA,"00:75"
"240",240,575.118177,0.000334,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",105,6,"4","0",1,""
"241",241,575.127844,0.009667,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",105,5,"4","",NA,"00:75"
"242",242,575.128209,0.000365,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",106,6,"4","0",1,""
"243",243,575.137869,0.00966,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",106,5,"4","",NA,"00:75"
"244",244,575.138181,0.000312,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",107,6,"4","1",1,""
"245",245,575.147911,0.00973,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",107,5,"4","",NA,"00:50"
"246",246,575.148179,0.000268,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",108,6,"4","1",1,""
"247",247,575.157949,0.00977,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",108,5,"4","",NA,"00:50"
"248",248,575.15841,0.000461,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",109,6,"4","3",1,""
"249",249,575.167902,0.009492,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",109,5,"4","",NA,"0a:b8"
"250",250,575.168325,0.000423,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",110,6,"4","0",1,""
"251",251,575.177881,0.009556,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",110,5,"4","",NA,"00:75"
"252",252,575.178306,0.000425,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",111,6,"4","0",1,""
"253",253,575.187886,0.00958,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",111,5,"4","",NA,"00:75"
"254",254,575.188283,0.000397,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",112,6,"4","0",1,""
"255",255,575.197865,0.009582,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",112,5,"4","",NA,"00:75"
"256",256,575.198212,0.000347,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",113,6,"4","1",1,""
"257",257,575.207935,0.009723,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",113,5,"4","",NA,"00:50"
"258",258,575.208516,0.000581,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",114,6,"4","1",1,""
"259",259,575.217864,0.009348,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",114,5,"4","",NA,"00:50"
"260",260,575.218167,0.000303,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",115,6,"4","1",1,""
"261",261,575.227903,0.009736,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",115,5,"4","",NA,"00:50"
"262",262,575.228273,0.00037,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",116,6,"4","1",1,""
"263",263,575.23787,0.009597,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",116,5,"4","",NA,"00:50"
"264",264,575.238232,0.000362,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",117,6,"4","1",1,""
"265",265,575.247828,0.009596,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",117,5,"4","",NA,"00:50"
"266",266,575.248256,0.000428,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",118,6,"4","1",1,""
"267",267,575.25785,0.009594,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",118,5,"4","",NA,"00:50"
"268",268,575.45137,0.19352,54,"6","4","192.168.12.51","192.168.12.253","2499","502","",NA,NA,"","",NA,""
"269",269,575.58235,0.13098,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",119,6,"4","2",1,""
"270",270,575.58628,0.00393,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",119,5,"4","",NA,"12:13"
"271",271,575.58661,0.00033,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",120,6,"4","0",1,""
"272",272,575.597868,0.011258,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",120,5,"4","",NA,"00:75"
"273",273,575.598197,0.000329,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",121,6,"4","0",1,""
"274",274,575.608007,0.00981,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",121,5,"4","",NA,"00:75"
"275",275,575.608375,0.000368,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",122,6,"4","0",1,""
"276",276,575.617896,0.009521,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",122,5,"4","",NA,"00:75"
"277",277,575.620201,0.002305,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",123,6,"4","0",1,""
"278",278,575.627867,0.007666,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",123,5,"4","",NA,"00:75"
"279",279,575.628205,0.000338,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",124,6,"4","1",1,""
"280",280,575.637841,0.009636,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",124,5,"4","",NA,"00:50"
"281",281,575.640272,0.002431,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",125,6,"4","1",1,""
"282",282,575.647862,0.00759,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",125,5,"4","",NA,"00:50"
"283",283,575.648252,0.00039,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",126,6,"4","3",1,""
"284",284,575.657896,0.009644,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",126,5,"4","",NA,"0a:b8"
"285",285,575.658276,0.00038,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",127,6,"4","0",1,""
"286",286,575.667902,0.009626,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",127,5,"4","",NA,"00:75"
"287",287,575.668264,0.000362,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",128,6,"4","0",1,""
"288",288,575.677927,0.009663,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",128,5,"4","",NA,"00:75"
"289",289,575.680339,0.002412,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",129,6,"4","0",1,""
"290",290,575.688091,0.007752,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",129,5,"4","",NA,"00:75"
"291",291,575.688319,0.000228,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",130,6,"4","1",1,""
"292",292,575.697871,0.009552,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",130,5,"4","",NA,"00:50"
"293",293,575.700236,0.002365,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",131,6,"4","1",1,""
"294",294,575.70787,0.007634,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",131,5,"4","",NA,"00:50"
"295",295,575.708486,0.000616,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",132,6,"4","1",1,""
"296",296,575.717908,0.009422,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",132,5,"4","",NA,"00:50"
"297",297,575.723724,0.005816,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",133,6,"4","1",1,""
"298",298,575.727924,0.0042,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",133,5,"4","",NA,"00:50"
"299",299,575.734202,0.006278,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",134,6,"4","1",1,""
"300",300,575.737886,0.003684,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",134,5,"4","",NA,"00:50"
"301",301,575.750292,0.012406,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",135,6,"4","1",1,""
"302",302,575.757843,0.007551,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",135,5,"4","",NA,"00:50"
"303",303,575.952226,0.194383,54,"6","4","192.168.12.51","192.168.12.253","2499","502","",NA,NA,"","",NA,""
"304",304,576.137803,0.185577,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",136,6,"4","2",1,""
"305",305,576.146429,0.008626,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",136,5,"4","",NA,"12:14"
"306",306,576.149363,0.002934,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",137,6,"4","0",1,""
"307",307,576.157948,0.008585,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",137,5,"4","",NA,"00:75"
"308",308,576.192092,0.034144,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",138,6,"4","0",1,""
"309",309,576.197951,0.005859,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",138,5,"4","",NA,"00:75"
"310",310,576.206946,0.008995,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",139,6,"4","0",1,""
"311",311,576.217904,0.010958,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",139,5,"4","",NA,"00:75"
"312",312,576.220369,0.002465,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",140,6,"4","0",1,""
"313",313,576.227854,0.007485,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",140,5,"4","",NA,"00:75"
"314",314,576.228438,0.000584,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",141,6,"4","1",1,""
"315",315,576.237922,0.009484,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",141,5,"4","",NA,"00:50"
"316",316,576.241075,0.003153,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",142,6,"4","1",1,""
"317",317,576.247931,0.006856,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",142,5,"4","",NA,"00:50"
"318",318,576.261945,0.014014,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",143,6,"4","3",1,""
"319",319,576.267922,0.005977,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",143,5,"4","",NA,"0a:b8"
"320",320,576.268195,0.000273,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",144,6,"4","0",1,""
"321",321,576.277921,0.009726,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",144,5,"4","",NA,"00:75"
"322",322,576.280234,0.002313,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",145,6,"4","0",1,""
"323",323,576.287928,0.007694,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",145,5,"4","",NA,"00:75"
"324",324,576.289278,0.00135,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",146,6,"4","0",1,""
"325",325,576.297955,0.008677,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",146,5,"4","",NA,"00:75"
"326",326,576.29885,0.000895,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",147,6,"4","1",1,""
"327",327,576.307907,0.009057,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",147,5,"4","",NA,"00:50"
"328",328,576.315231,0.007324,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",148,6,"4","1",1,""
"329",329,576.317888,0.002657,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",148,5,"4","",NA,"00:50"
"330",330,576.318373,0.000485,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",149,6,"4","1",1,""
"331",331,576.32798,0.009607,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",149,5,"4","",NA,"00:50"
"332",332,576.328683,0.000703,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",150,6,"4","1",1,""
"333",333,576.337847,0.009164,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",150,5,"4","",NA,"00:50"
"334",334,576.33823,0.000383,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",151,6,"4","1",1,""
"335",335,576.34795,0.00972,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",151,5,"4","",NA,"00:50"
"336",336,576.348317,0.000367,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",152,6,"4","1",1,""
"337",337,576.357952,0.009635,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",152,5,"4","",NA,"00:50"
"338",338,576.555708,0.197756,54,"6","4","192.168.12.51","192.168.12.253","2499","502","",NA,NA,"","",NA,""
"339",339,576.634003,0.078295,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",153,6,"4","2",1,""
"340",340,576.636226,0.002223,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",153,5,"4","",NA,"12:15"
"341",341,576.636465,0.000239,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",154,6,"4","0",1,""
"342",342,576.647963,0.011498,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",154,5,"4","",NA,"00:75"
"343",343,576.657564,0.009601,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",155,6,"4","0",1,""
"344",344,576.667851,0.010287,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",155,5,"4","",NA,"00:75"
"345",345,576.668046,0.000195,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",156,6,"4","0",1,""
"346",346,576.677887,0.009841,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",156,5,"4","",NA,"00:75"
"347",347,576.67823,0.000343,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",157,6,"4","0",1,""
"348",348,576.687947,0.009717,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",157,5,"4","",NA,"00:75"
"349",349,576.688358,0.000411,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",158,6,"4","1",1,""
"350",350,576.697919,0.009561,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",158,5,"4","",NA,"00:50"
"351",351,576.698333,0.000414,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",159,6,"4","1",1,""
"352",352,576.708052,0.009719,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",159,5,"4","",NA,"00:50"
"353",353,576.708252,2e-04,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",160,6,"4","3",1,""
"354",354,576.717891,0.009639,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",160,5,"4","",NA,"0a:b8"
"355",355,576.718153,0.000262,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",161,6,"4","0",1,""
"356",356,576.727991,0.009838,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",161,5,"4","",NA,"00:75"
"357",357,576.728562,0.000571,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",162,6,"4","0",1,""
"358",358,576.73785,0.009288,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",162,5,"4","",NA,"00:75"
"359",359,576.738077,0.000227,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",163,6,"4","0",1,""
"360",360,576.747912,0.009835,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",163,5,"4","",NA,"00:75"
"361",361,576.74821,0.000298,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",164,6,"4","1",1,""
"362",362,576.757876,0.009666,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",164,5,"4","",NA,"00:50"
"363",363,576.758193,0.000317,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",165,6,"4","1",1,""
"364",364,576.767931,0.009738,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",165,5,"4","",NA,"00:50"
"365",365,576.768286,0.000355,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",166,6,"4","1",1,""
"366",366,576.777924,0.009638,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",166,5,"4","",NA,"00:50"
"367",367,576.778266,0.000342,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",167,6,"4","1",1,""
"368",368,576.787961,0.009695,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",167,5,"4","",NA,"00:50"
"369",369,576.788291,0.00033,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",168,6,"4","1",1,""
"370",370,576.797898,0.009607,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",168,5,"4","",NA,"00:50"
"371",371,576.798206,0.000308,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",169,6,"4","1",1,""
"372",372,576.808098,0.009892,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",169,5,"4","",NA,"00:50"
"373",373,576.953475,0.145377,54,"6","4","192.168.12.51","192.168.12.253","2499","502","",NA,NA,"","",NA,""
"374",374,577.133898,0.180423,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",170,6,"4","2",1,""
"375",375,577.136273,0.002375,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",170,5,"4","",NA,"12:14"
"376",376,577.144279,0.008006,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",171,6,"4","0",1,""
"377",377,577.147946,0.003667,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",171,5,"4","",NA,"00:75"
"378",378,577.148308,0.000362,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",172,6,"4","0",1,""
"379",379,577.15788,0.009572,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",172,5,"4","",NA,"00:75"
"380",380,577.168768,0.010888,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",173,6,"4","0",1,""
"381",381,577.177907,0.009139,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",173,5,"4","",NA,"00:75"
"382",382,577.178192,0.000285,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",174,6,"4","0",1,""
"383",383,577.187958,0.009766,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",174,5,"4","",NA,"00:75"
"384",384,577.188513,0.000555,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",175,6,"4","1",1,""
"385",385,577.197886,0.009373,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",175,5,"4","",NA,"00:54"
"386",386,577.19844,0.000554,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",176,6,"4","1",1,""
"387",387,577.20815,0.00971,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",176,5,"4","",NA,"00:54"
"388",388,577.212239,0.004089,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",177,6,"4","3",1,""
"389",389,577.217878,0.005639,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",177,5,"4","",NA,"0a:cc"
"390",390,577.218187,0.000309,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",178,6,"4","0",1,""
"391",391,577.228025,0.009838,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",178,5,"4","",NA,"00:75"
"392",392,577.234886,0.006861,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",179,6,"4","0",1,""
"393",393,577.247918,0.013032,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",179,5,"4","",NA,"00:75"
"394",394,577.252236,0.004318,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",180,6,"4","0",1,""
"395",395,577.257875,0.005639,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",180,5,"4","",NA,"00:75"
"396",396,577.258131,0.000256,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",181,6,"4","1",1,""
"397",397,577.267953,0.009822,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",181,5,"4","",NA,"00:54"
"398",398,577.268334,0.000381,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",182,6,"4","1",1,""
"399",399,577.277974,0.00964,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",182,5,"4","",NA,"00:54"
"400",400,577.278345,0.000371,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",183,6,"4","1",1,""
"401",401,577.28795,0.009605,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",183,5,"4","",NA,"00:54"
"402",402,577.288317,0.000367,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",184,6,"4","1",1,""
"403",403,577.297969,0.009652,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",184,5,"4","",NA,"00:54"
"404",404,577.308316,0.010347,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",185,6,"4","1",1,""
