"","frame.number","frame.time_relative","frame.time_delta_displayed","frame.len","ip.proto","ip.version","ip.src","ip.dst","tcp.srcport","tcp.dstport","mbtcp.prot_id","mbtcp.trans_id","mbtcp.len","mbtcp.modbus.func_code","mbtcp.modbus.reference_num","mbtcp.modbus.word_cnt","mbtcp.modbus.data"
"4726",4726,642.457775,0.196836,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",230,6,"4","2",1,""
"4727",4727,642.468789,0.011014,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",230,5,"4","",NA,"12:0a"
"4728",4728,642.469318,0.000529,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",231,6,"4","0",1,""
"4729",4729,642.480488,0.01117,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",231,5,"4","",NA,"00:75"
"4730",4730,642.489809,0.009321,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",232,6,"4","0",1,""
"4731",4731,642.500448,0.010639,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",232,5,"4","",NA,"00:75"
"4732",4732,642.500718,0.00027,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",233,6,"4","0",1,""
"4733",4733,642.510541,0.009823,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",233,5,"4","",NA,"00:75"
"4734",4734,642.520477,0.009936,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",234,6,"4","0",1,""
"4735",4735,642.530467,0.00999,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",234,5,"4","",NA,"00:75"
"4736",4736,642.53078,0.000313,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",235,6,"4","1",1,""
"4737",4737,642.540497,0.009717,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",235,5,"4","",NA,"00:54"
"4738",4738,642.544332,0.003835,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",236,6,"4","1",1,""
"4739",4739,642.550517,0.006185,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",236,5,"4","",NA,"00:54"
"4740",4740,642.550873,0.000356,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",237,6,"4","3",1,""
"4741",4741,642.560509,0.009636,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",237,5,"4","",NA,"0a:cc"
"4742",4742,642.56842,0.007911,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",238,6,"4","0",1,""
"4743",4743,642.580457,0.012037,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",238,5,"4","",NA,"00:75"
"4744",4744,642.591161,0.010704,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",239,6,"4","0",1,""
"4745",4745,642.600434,0.009273,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",239,5,"4","",NA,"00:75"
"4746",4746,642.60086,0.000426,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",240,6,"4","0",1,""
"4747",4747,642.610471,0.009611,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",240,5,"4","",NA,"00:75"
"4748",4748,642.610791,0.00032,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",241,6,"4","1",1,""
"4749",4749,642.620471,0.00968,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",241,5,"4","",NA,"00:54"
"4750",4750,642.620801,0.00033,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",242,6,"4","1",1,""
"4751",4751,642.630482,0.009681,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",242,5,"4","",NA,"00:54"
"4752",4752,642.630758,0.000276,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",243,6,"4","1",1,""
"4753",4753,642.640512,0.009754,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",243,5,"4","",NA,"00:54"
"4754",4754,642.641344,0.000832,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",244,6,"4","1",1,""
"4755",4755,642.650442,0.009098,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",244,5,"4","",NA,"00:54"
"4756",4756,642.660235,0.009793,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",245,6,"4","1",1,""
"4757",4757,642.670459,0.010224,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",245,5,"4","",NA,"00:54"
"4758",4758,642.670745,0.000286,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",246,6,"4","1",1,""
"4759",4759,642.680479,0.009734,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",246,5,"4","",NA,"00:54"
"4760",4760,642.858895,0.178416,54,"6","4","192.168.12.51","192.168.12.253","2499","502","",NA,NA,"","",NA,""
"4761",4761,642.964466,0.105571,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",247,6,"4","2",1,""
"4762",4762,642.968847,0.004381,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",247,5,"4","",NA,"12:0a"
"4763",4763,642.969199,0.000352,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",248,6,"4","0",1,""
"4764",4764,642.980453,0.011254,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",248,5,"4","",NA,"00:75"
"4765",4765,642.980742,0.000289,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",249,6,"4","0",1,""
"4766",4766,642.990415,0.009673,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",249,5,"4","",NA,"00:75"
"4767",4767,642.990689,0.000274,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",250,6,"4","0",1,""
"4768",4768,643.000451,0.009762,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",250,5,"4","",NA,"00:75"
"4769",4769,643.000762,0.000311,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",251,6,"4","0",1,""
"4770",4770,643.010491,0.009729,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",251,5,"4","",NA,"00:75"
"4771",4771,643.010794,0.000303,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",252,6,"4","1",1,""
"4772",4772,643.020514,0.00972,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",252,5,"4","",NA,"00:54"
"4773",4773,643.02083,0.000316,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",253,6,"4","1",1,""
"4774",4774,643.030412,0.009582,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",253,5,"4","",NA,"00:54"
"4775",4775,643.030629,0.000217,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",254,6,"4","3",1,""
"4776",4776,643.040385,0.009756,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",254,5,"4","",NA,"0a:cc"
"4777",4777,643.040681,0.000296,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",255,6,"4","0",1,""
"4778",4778,643.050452,0.009771,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",255,5,"4","",NA,"00:75"
"4779",4779,643.050769,0.000317,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",0,6,"4","0",1,""
"4780",4780,643.06043,0.009661,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",0,5,"4","",NA,"00:75"
"4781",4781,643.060658,0.000228,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",1,6,"4","0",1,""
"4782",4782,643.070507,0.009849,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",1,5,"4","",NA,"00:75"
"4783",4783,643.072243,0.001736,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",2,6,"4","1",1,""
"4784",4784,643.080447,0.008204,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",2,5,"4","",NA,"00:54"
"4785",4785,643.080671,0.000224,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",3,6,"4","1",1,""
"4786",4786,643.090516,0.009845,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",3,5,"4","",NA,"00:54"
"4787",4787,643.092546,0.00203,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",4,6,"4","1",1,""
"4788",4788,643.1004,0.007854,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",4,5,"4","",NA,"00:54"
"4789",4789,643.10066,0.00026,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",5,6,"4","1",1,""
"4790",4790,643.110458,0.009798,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",5,5,"4","",NA,"00:54"
"4791",4791,643.110766,0.000308,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",6,6,"4","1",1,""
"4792",4792,643.120409,0.009643,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",6,5,"4","",NA,"00:54"
"4793",4793,643.120866,0.000457,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",7,6,"4","1",1,""
"4794",4794,643.130477,0.009611,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",7,5,"4","",NA,"00:54"
"4795",4795,643.258843,0.128366,54,"6","4","192.168.12.51","192.168.12.253","2499","502","",NA,NA,"","",NA,""
"4796",4796,643.459061,0.200218,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",8,6,"4","2",1,""
"4797",4797,643.469293,0.010232,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",8,5,"4","",NA,"12:15"
"4798",4798,643.469321,2.8e-05,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",9,6,"4","0",1,""
"4799",4799,643.482728,0.013407,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",9,5,"4","",NA,"00:75"
"4800",4800,643.491863,0.009135,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",10,6,"4","0",1,""
"4801",4801,643.500451,0.008588,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",10,5,"4","",NA,"00:75"
"4802",4802,643.504584,0.004133,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",11,6,"4","0",1,""
"4803",4803,643.511881,0.007297,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",11,5,"4","",NA,"00:75"
"4804",4804,643.511906,2.5e-05,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",12,6,"4","0",1,""
"4805",4805,643.520512,0.008606,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",12,5,"4","",NA,"00:75"
"4806",4806,643.52258,0.002068,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",13,6,"4","1",1,""
"4807",4807,643.530472,0.007892,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",13,5,"4","",NA,"00:50"
"4808",4808,643.531098,0.000626,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",14,6,"4","1",1,""
"4809",4809,643.540478,0.00938,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",14,5,"4","",NA,"00:50"
"4810",4810,643.540791,0.000313,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",15,6,"4","3",1,""
"4811",4811,643.550487,0.009696,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",15,5,"4","",NA,"0a:b8"
"4812",4812,643.55241,0.001923,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",16,6,"4","0",1,""
"4813",4813,643.560473,0.008063,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",16,5,"4","",NA,"00:75"
"4814",4814,643.560834,0.000361,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",17,6,"4","0",1,""
"4815",4815,643.570474,0.00964,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",17,5,"4","",NA,"00:75"
"4816",4816,643.573126,0.002652,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",18,6,"4","0",1,""
"4817",4817,643.580494,0.007368,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",18,5,"4","",NA,"00:75"
"4818",4818,643.58828,0.007786,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",19,6,"4","1",1,""
"4819",4819,643.600529,0.012249,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",19,5,"4","",NA,"00:50"
"4820",4820,643.601126,0.000597,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",20,6,"4","1",1,""
"4821",4821,643.610485,0.009359,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",20,5,"4","",NA,"00:50"
"4822",4822,643.610788,0.000303,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",21,6,"4","1",1,""
"4823",4823,643.620484,0.009696,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",21,5,"4","",NA,"00:50"
"4824",4824,643.624301,0.003817,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",22,6,"4","1",1,""
"4825",4825,643.6305,0.006199,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",22,5,"4","",NA,"00:50"
"4826",4826,643.648316,0.017816,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",23,6,"4","1",1,""
"4827",4827,643.660556,0.01224,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",23,5,"4","",NA,"00:50"
"4828",4828,643.660989,0.000433,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",24,6,"4","1",1,""
"4829",4829,643.670482,0.009493,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",24,5,"4","",NA,"00:50"
"4830",4830,643.859659,0.189177,54,"6","4","192.168.12.51","192.168.12.253","2499","502","",NA,NA,"","",NA,""
"4831",4831,643.960067,0.100408,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",25,6,"4","2",1,""
"4832",4832,643.968889,0.008822,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",25,5,"4","",NA,"12:14"
"4833",4833,643.9693,0.000411,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",26,6,"4","0",1,""
"4834",4834,643.98047,0.01117,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",26,5,"4","",NA,"00:75"
"4835",4835,643.981546,0.001076,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",27,6,"4","0",1,""
"4836",4836,643.990517,0.008971,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",27,5,"4","",NA,"00:75"
"4837",4837,643.991053,0.000536,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",28,6,"4","0",1,""
"4838",4838,644.000413,0.00936,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",28,5,"4","",NA,"00:75"
"4839",4839,644.008399,0.007986,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",29,6,"4","0",1,""
"4840",4840,644.020525,0.012126,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",29,5,"4","",NA,"00:75"
"4841",4841,644.021019,0.000494,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",30,6,"4","1",1,""
"4842",4842,644.03054,0.009521,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",30,5,"4","",NA,"00:50"
"4843",4843,644.030857,0.000317,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",31,6,"4","1",1,""
"4844",4844,644.040526,0.009669,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",31,5,"4","",NA,"00:50"
"4845",4845,644.041086,0.00056,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",32,6,"4","3",1,""
"4846",4846,644.052831,0.011745,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",32,5,"4","",NA,"0a:b6"
"4847",4847,644.052866,3.5e-05,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",33,6,"4","0",1,""
"4848",4848,644.060499,0.007633,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",33,5,"4","",NA,"00:75"
"4849",4849,644.070792,0.010293,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",34,6,"4","0",1,""
"4850",4850,644.080504,0.009712,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",34,5,"4","",NA,"00:75"
"4851",4851,644.081016,0.000512,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",35,6,"4","0",1,""
"4852",4852,644.09052,0.009504,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",35,5,"4","",NA,"00:75"
"4853",4853,644.090915,0.000395,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",36,6,"4","1",1,""
"4854",4854,644.100542,0.009627,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",36,5,"4","",NA,"00:50"
"4855",4855,644.104375,0.003833,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",37,6,"4","1",1,""
"4856",4856,644.110571,0.006196,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",37,5,"4","",NA,"00:50"
"4857",4857,644.110832,0.000261,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",38,6,"4","1",1,""
"4858",4858,644.120513,0.009681,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",38,5,"4","",NA,"00:50"
"4859",4859,644.120769,0.000256,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",39,6,"4","1",1,""
"4860",4860,644.130506,0.009737,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",39,5,"4","",NA,"00:50"
"4861",4861,644.130787,0.000281,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",40,6,"4","1",1,""
"4862",4862,644.140513,0.009726,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",40,5,"4","",NA,"00:50"
"4863",4863,644.140836,0.000323,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",41,6,"4","1",1,""
"4864",4864,644.150501,0.009665,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",41,5,"4","",NA,"00:50"
"4865",4865,644.260424,0.109923,54,"6","4","192.168.12.51","192.168.12.253","2499","502","",NA,NA,"","",NA,""
"4866",4866,644.460945,0.200521,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",42,6,"4","2",1,""
"4867",4867,644.469057,0.008112,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",42,5,"4","",NA,"12:14"
"4868",4868,644.469509,0.000452,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",43,6,"4","0",1,""
"4869",4869,644.480541,0.011032,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",43,5,"4","",NA,"00:75"
"4870",4870,644.481074,0.000533,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",44,6,"4","0",1,""
"4871",4871,644.490598,0.009524,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",44,5,"4","",NA,"00:75"
"4872",4872,644.49085,0.000252,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",45,6,"4","0",1,""
"4873",4873,644.50053,0.00968,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",45,5,"4","",NA,"00:75"
"4874",4874,644.500814,0.000284,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",46,6,"4","0",1,""
"4875",4875,644.510522,0.009708,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",46,5,"4","",NA,"00:75"
"4876",4876,644.512301,0.001779,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",47,6,"4","1",1,""
"4877",4877,644.520574,0.008273,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",47,5,"4","",NA,"00:50"
"4878",4878,644.520798,0.000224,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",48,6,"4","1",1,""
"4879",4879,644.53056,0.009762,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",48,5,"4","",NA,"00:50"
"4880",4880,644.530817,0.000257,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",49,6,"4","3",1,""
"4881",4881,644.540557,0.00974,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",49,5,"4","",NA,"0a:b8"
"4882",4882,644.541167,0.00061,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",50,6,"4","0",1,""
"4883",4883,644.550648,0.009481,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",50,5,"4","",NA,"00:75"
"4884",4884,644.561928,0.01128,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",51,6,"4","0",1,""
"4885",4885,644.570518,0.00859,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",51,5,"4","",NA,"00:75"
"4886",4886,644.570892,0.000374,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",52,6,"4","0",1,""
"4887",4887,644.5805,0.009608,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",52,5,"4","",NA,"00:75"
"4888",4888,644.580751,0.000251,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",53,6,"4","1",1,""
"4889",4889,644.59053,0.009779,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",53,5,"4","",NA,"00:50"
"4890",4890,644.592076,0.001546,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",54,6,"4","1",1,""
"4891",4891,644.600533,0.008457,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",54,5,"4","",NA,"00:50"
"4892",4892,644.600886,0.000353,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",55,6,"4","1",1,""
"4893",4893,644.610486,0.0096,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",55,5,"4","",NA,"00:50"
"4894",4894,644.610747,0.000261,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",56,6,"4","1",1,""
"4895",4895,644.620543,0.009796,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",56,5,"4","",NA,"00:50"
"4896",4896,644.620892,0.000349,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",57,6,"4","1",1,""
"4897",4897,644.630593,0.009701,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",57,5,"4","",NA,"00:50"
"4898",4898,644.630966,0.000373,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",58,6,"4","1",1,""
"4899",4899,644.640504,0.009538,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",58,5,"4","",NA,"00:50"
"4900",4900,644.760865,0.120361,54,"6","4","192.168.12.51","192.168.12.253","2499","502","",NA,NA,"","",NA,""
"4901",4901,644.961257,0.200392,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",59,6,"4","2",1,""
"4902",4902,644.96894,0.007683,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",59,5,"4","",NA,"12:14"
"4903",4903,644.969305,0.000365,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",60,6,"4","0",1,""
"4904",4904,644.980488,0.011183,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",60,5,"4","",NA,"00:75"
"4905",4905,644.980804,0.000316,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",61,6,"4","0",1,""
"4906",4906,644.99047,0.009666,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",61,5,"4","",NA,"00:75"
"4907",4907,644.992953,0.002483,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",62,6,"4","0",1,""
"4908",4908,645.000583,0.00763,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",62,5,"4","",NA,"00:75"
"4909",4909,645.000871,0.000288,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",63,6,"4","0",1,""
"4910",4910,645.010572,0.009701,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",63,5,"4","",NA,"00:75"
"4911",4911,645.016269,0.005697,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",64,6,"4","1",1,""
"4912",4912,645.021573,0.005304,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",64,5,"4","",NA,"00:50"
"4913",4913,645.0216,2.7e-05,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",65,6,"4","1",1,""
"4914",4914,645.030539,0.008939,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",65,5,"4","",NA,"00:50"
"4915",4915,645.030867,0.000328,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",66,6,"4","3",1,""
"4916",4916,645.040497,0.00963,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",66,5,"4","",NA,"0a:b8"
"4917",4917,645.040887,0.00039,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",67,6,"4","0",1,""
"4918",4918,645.050586,0.009699,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",67,5,"4","",NA,"00:75"
"4919",4919,645.055266,0.00468,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",68,6,"4","0",1,""
"4920",4920,645.060499,0.005233,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",68,5,"4","",NA,"00:75"
"4921",4921,645.060781,0.000282,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",69,6,"4","0",1,""
"4922",4922,645.070503,0.009722,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",69,5,"4","",NA,"00:75"
"4923",4923,645.070848,0.000345,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",70,6,"4","1",1,""
"4924",4924,645.080526,0.009678,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",70,5,"4","",NA,"00:50"
"4925",4925,645.080836,0.00031,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",71,6,"4","1",1,""
"4926",4926,645.090528,0.009692,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",71,5,"4","",NA,"00:50"
"4927",4927,645.09085,0.000322,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",72,6,"4","1",1,""
"4928",4928,645.100545,0.009695,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",72,5,"4","",NA,"00:50"
"4929",4929,645.101286,0.000741,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",73,6,"4","1",1,""
"4930",4930,645.110532,0.009246,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",73,5,"4","",NA,"00:50"
"4931",4931,645.112224,0.001692,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",74,6,"4","1",1,""
"4932",4932,645.120549,0.008325,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",74,5,"4","",NA,"00:50"
"4933",4933,645.120868,0.000319,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",75,6,"4","1",1,""
"4934",4934,645.130575,0.009707,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",75,5,"4","",NA,"00:50"
"4935",4935,645.261823,0.131248,54,"6","4","192.168.12.51","192.168.12.253","2499","502","",NA,NA,"","",NA,""
"4936",4936,645.460686,0.198863,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",76,6,"4","2",1,""
"4937",4937,645.470743,0.010057,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",76,5,"4","",NA,"12:13"
"4938",4938,645.471013,0.00027,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",77,6,"4","0",1,""
"4939",4939,645.480618,0.009605,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",77,5,"4","",NA,"00:75"
"4940",4940,645.48315,0.002532,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",78,6,"4","0",1,""
"4941",4941,645.490586,0.007436,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",78,5,"4","",NA,"00:75"
"4942",4942,645.490888,0.000302,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",79,6,"4","0",1,""
"4943",4943,645.500579,0.009691,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",79,5,"4","",NA,"00:75"
"4944",4944,645.500857,0.000278,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",80,6,"4","0",1,""
"4945",4945,645.510679,0.009822,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",80,5,"4","",NA,"00:75"
"4946",4946,645.511499,0.00082,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",81,6,"4","1",1,""
"4947",4947,645.520591,0.009092,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",81,5,"4","",NA,"00:50"
"4948",4948,645.521305,0.000714,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",82,6,"4","1",1,""
